user_id,session_id,page,time_spent_seconds,converted
1,1,Homepage,130,0
1,1,Cart,119,0
1,2,Homepage,221,0
1,2,Cart,21,0
1,2,Thank You,20,1
1,3,Product Page,263,0
1,3,Thank You,18,1
2,4,Homepage,234,0
2,4,Checkout,147,0
2,4,Thank You,8,1
2,5,Product Page,84,0
2,5,Cart,115,0
2,5,Checkout,177,0
2,6,Homepage,54,0
2,6,Checkout,188,0
3,7,Homepage,198,0
3,7,Cart,45,0
3,7,Checkout,287,0
3,7,Thank You,155,1
3,8,Homepage,28,0
3,8,Product Page,121,0
3,8,Cart,153,0
3,8,Thank You,45,1
4,9,Cart,237,0
4,9,Checkout,191,0
5,10,Product Page,41,0
5,10,Cart,92,0
5,10,Checkout,278,0
5,10,Thank You,130,1
6,11,Homepage,33,0
6,11,Product Page,122,0
6,11,Cart,21,0
6,11,Checkout,166,0
6,11,Thank You,210,1
7,12,Product Page,113,0
7,12,Cart,260,0
7,13,Homepage,292,0
7,13,Product Page,280,0
7,13,Cart,139,0
7,13,Checkout,224,0
7,13,Thank You,209,1
8,14,Homepage,29,0
8,14,Product Page,61,0
8,14,Checkout,83,0
8,15,Homepage,200,0
8,15,Product Page,244,0
8,15,Checkout,275,0
9,16,Homepage,179,0
9,16,Cart,62,0
9,17,Homepage,139,0
9,17,Product Page,261,0
9,17,Checkout,96,0
9,17,Thank You,264,1
10,18,Homepage,87,0
10,18,Product Page,281,0
10,18,Checkout,276,0
10,18,Thank You,5,1
11,19,Homepage,162,0
11,19,Product Page,127,0
11,19,Checkout,34,0
11,19,Thank You,128,1
11,20,Homepage,40,0
11,20,Checkout,277,0
11,21,Product Page,89,0
11,21,Cart,140,0
11,21,Checkout,275,0
12,22,Homepage,196,0
12,22,Product Page,229,0
12,22,Cart,269,0
12,22,Checkout,236,0
12,22,Thank You,66,1
12,23,Homepage,15,0
12,23,Product Page,288,0
12,23,Thank You,122,1
12,24,Homepage,35,0
12,24,Cart,122,0
12,24,Thank You,39,1
13,25,Homepage,114,0
13,25,Product Page,281,0
13,25,Cart,72,0
13,25,Checkout,297,0
14,26,Homepage,54,0
14,26,Product Page,225,0
14,26,Cart,186,0
14,26,Checkout,221,0
14,26,Thank You,215,1
14,27,Homepage,60,0
14,27,Product Page,132,0
14,27,Cart,103,0
14,27,Checkout,102,0
14,27,Thank You,279,1
14,28,Homepage,132,0
14,28,Product Page,43,0
14,28,Cart,231,0
14,28,Checkout,286,0
14,28,Thank You,55,1
15,29,Homepage,90,0
15,29,Product Page,213,0
16,30,Homepage,6,0
16,30,Product Page,204,0
16,30,Cart,140,0
16,30,Checkout,237,0
16,30,Thank You,151,1
16,31,Homepage,116,0
16,31,Product Page,34,0
16,31,Cart,282,0
16,31,Checkout,36,0
16,31,Thank You,165,1
17,32,Checkout,262,0
17,32,Thank You,276,1
18,33,Homepage,100,0
18,33,Thank You,40,1
19,34,Product Page,66,0
19,34,Checkout,296,0
19,35,Homepage,46,0
19,35,Cart,219,0
19,35,Thank You,294,1
19,36,Product Page,127,0
19,36,Cart,140,0
19,36,Checkout,207,0
19,36,Thank You,72,1
20,37,Homepage,239,0
20,37,Cart,293,0
20,37,Checkout,56,0
20,37,Thank You,42,1
20,38,Homepage,183,0
20,38,Cart,40,0
20,38,Thank You,130,1
20,39,Product Page,275,0
20,39,Cart,9,0
20,39,Checkout,288,0
20,39,Thank You,158,1
21,40,Product Page,64,0
21,40,Cart,59,0
21,41,Cart,112,0
21,41,Checkout,180,0
21,41,Thank You,109,1
21,42,Homepage,52,0
21,42,Product Page,221,0
21,42,Checkout,146,0
21,42,Thank You,27,1
22,43,Homepage,287,0
22,43,Product Page,223,0
22,43,Cart,292,0
22,43,Thank You,9,1
23,44,Homepage,194,0
23,44,Product Page,287,0
24,45,Homepage,188,0
24,45,Product Page,112,0
24,45,Cart,132,0
24,45,Checkout,57,0
24,45,Thank You,186,1
25,46,Homepage,216,0
25,46,Product Page,17,0
25,46,Cart,96,0
25,46,Checkout,175,0
25,46,Thank You,215,1
25,47,Product Page,60,0
25,47,Cart,200,0
25,47,Thank You,24,1
25,48,Homepage,121,0
25,48,Product Page,119,0
25,48,Cart,17,0
25,48,Checkout,103,0
25,48,Thank You,209,1
26,49,Homepage,279,0
26,49,Product Page,174,0
26,49,Cart,19,0
26,49,Checkout,64,0
26,50,Homepage,227,0
26,50,Product Page,181,0
26,50,Cart,165,0
26,50,Checkout,228,0
27,51,Product Page,135,0
27,51,Checkout,27,0
27,52,Homepage,174,0
27,52,Product Page,165,0
27,52,Cart,68,0
27,52,Checkout,158,0
27,52,Thank You,264,1
27,53,Product Page,288,0
27,53,Cart,70,0
27,53,Checkout,103,0
27,53,Thank You,220,1
28,54,Homepage,151,0
28,54,Product Page,112,0
28,54,Cart,225,0
28,54,Checkout,169,0
28,54,Thank You,243,1
28,55,Homepage,48,0
28,55,Product Page,150,0
28,55,Cart,268,0
28,55,Checkout,176,0
28,55,Thank You,52,1
28,56,Homepage,80,0
28,56,Product Page,17,0
28,56,Cart,28,0
29,57,Homepage,201,0
29,57,Product Page,258,0
29,57,Cart,209,0
29,57,Checkout,129,0
29,57,Thank You,80,1
30,58,Homepage,117,0
30,58,Checkout,95,0
30,59,Homepage,242,0
30,59,Product Page,276,0
30,59,Cart,291,0
30,59,Checkout,167,0
30,59,Thank You,231,1
30,60,Homepage,137,0
30,60,Product Page,131,0
30,60,Cart,146,0
30,60,Checkout,271,0
30,60,Thank You,253,1
31,61,Homepage,151,0
31,61,Cart,125,0
31,61,Checkout,144,0
31,62,Homepage,123,0
31,62,Cart,201,0
31,62,Checkout,83,0
31,62,Thank You,114,1
31,63,Checkout,174,0
31,63,Thank You,282,1
32,64,Homepage,299,0
32,64,Product Page,199,0
32,64,Cart,249,0
32,64,Checkout,8,0
32,64,Thank You,185,1
32,65,Homepage,254,0
32,65,Cart,117,0
32,65,Checkout,144,0
32,65,Thank You,228,1
33,66,Cart,212,0
33,66,Checkout,89,0
33,67,Homepage,224,0
33,67,Product Page,74,0
33,67,Cart,241,0
33,67,Checkout,98,0
33,67,Thank You,30,1
34,68,Homepage,199,0
34,68,Product Page,147,0
34,68,Cart,220,0
34,68,Checkout,134,0
34,68,Thank You,46,1
34,69,Homepage,25,0
34,69,Product Page,20,0
34,69,Cart,131,0
34,69,Checkout,107,0
34,69,Thank You,15,1
35,70,Product Page,63,0
35,70,Checkout,293,0
35,70,Thank You,116,1
35,71,Homepage,164,0
35,71,Product Page,60,0
35,71,Cart,18,0
35,71,Checkout,164,0
35,71,Thank You,299,1
35,72,Homepage,159,0
35,72,Product Page,66,0
35,72,Cart,294,0
35,72,Checkout,26,0
35,72,Thank You,182,1
36,73,Homepage,220,0
36,73,Product Page,255,0
36,73,Cart,59,0
36,73,Checkout,226,0
36,73,Thank You,190,1
36,74,Homepage,243,0
36,74,Product Page,228,0
36,74,Cart,142,0
36,74,Checkout,170,0
36,74,Thank You,130,1
36,75,Cart,129,0
36,75,Checkout,242,0
37,76,Homepage,254,0
37,76,Product Page,113,0
37,76,Cart,186,0
37,76,Checkout,137,0
37,76,Thank You,179,1
37,77,Homepage,269,0
37,77,Cart,102,0
37,77,Checkout,48,0
37,77,Thank You,128,1
37,78,Homepage,234,0
37,78,Product Page,13,0
37,78,Cart,52,0
37,78,Checkout,155,0
37,78,Thank You,118,1
38,79,Product Page,288,0
38,79,Cart,276,0
38,79,Thank You,181,1
38,80,Homepage,161,0
38,80,Product Page,133,0
38,80,Cart,123,0
38,80,Checkout,66,0
38,80,Thank You,103,1
39,81,Product Page,103,0
39,81,Thank You,115,1
39,82,Homepage,121,0
39,82,Product Page,189,0
39,82,Cart,96,0
39,82,Checkout,159,0
39,82,Thank You,12,1
40,83,Homepage,288,0
40,83,Cart,154,0
40,83,Checkout,69,0
40,84,Homepage,250,0
40,84,Product Page,230,0
40,84,Cart,179,0
40,84,Checkout,99,0
40,84,Thank You,31,1
40,85,Homepage,256,0
40,85,Product Page,42,0
40,85,Checkout,300,0
40,85,Thank You,32,1
41,86,Homepage,132,0
41,86,Cart,65,0
41,86,Thank You,290,1
42,87,Product Page,231,0
42,87,Checkout,157,0
42,87,Thank You,224,1
42,88,Homepage,111,0
42,88,Cart,113,0
42,88,Checkout,140,0
42,88,Thank You,46,1
43,89,Homepage,6,0
43,89,Product Page,214,0
43,89,Checkout,235,0
44,90,Homepage,237,0
44,90,Product Page,41,0
44,90,Cart,124,0
44,90,Checkout,140,0
44,90,Thank You,106,1
44,91,Homepage,77,0
44,91,Product Page,41,0
44,91,Cart,35,0
44,91,Checkout,89,0
44,91,Thank You,162,1
44,92,Homepage,211,0
44,92,Product Page,144,0
44,92,Cart,261,0
44,92,Checkout,281,0
45,93,Homepage,18,0
45,93,Product Page,51,0
45,93,Cart,122,0
45,93,Checkout,299,0
45,93,Thank You,15,1
45,94,Homepage,270,0
45,94,Product Page,231,0
45,94,Checkout,147,0
45,94,Thank You,97,1
46,95,Homepage,175,0
46,95,Product Page,169,0
46,95,Cart,58,0
46,95,Checkout,87,0
46,95,Thank You,173,1
46,96,Homepage,237,0
46,96,Product Page,50,0
46,96,Cart,166,0
46,96,Checkout,134,0
46,96,Thank You,170,1
46,97,Homepage,282,0
46,97,Checkout,241,0
47,98,Product Page,260,0
47,98,Cart,231,0
47,99,Product Page,286,0
47,99,Cart,72,0
48,100,Homepage,164,0
48,100,Product Page,287,0
48,100,Cart,12,0
48,100,Checkout,287,0
48,100,Thank You,213,1
48,101,Homepage,241,0
48,101,Product Page,65,0
49,102,Cart,144,0
49,102,Checkout,217,0
49,102,Thank You,252,1
49,103,Homepage,102,0
49,103,Product Page,265,0
49,103,Cart,74,0
49,103,Checkout,40,0
49,103,Thank You,146,1
49,104,Homepage,255,0
49,104,Product Page,81,0
49,104,Cart,233,0
49,104,Checkout,280,0
49,104,Thank You,252,1
50,105,Product Page,101,0
50,105,Cart,127,0
50,105,Checkout,297,0
50,105,Thank You,201,1
50,106,Homepage,247,0
50,106,Product Page,200,0
50,106,Checkout,202,0
51,107,Homepage,262,0
51,107,Checkout,174,0
51,107,Thank You,56,1
51,108,Homepage,84,0
51,108,Product Page,43,0
51,108,Cart,245,0
51,108,Checkout,140,0
51,108,Thank You,178,1
51,109,Homepage,254,0
51,109,Product Page,282,0
51,109,Cart,23,0
51,109,Checkout,40,0
51,109,Thank You,125,1
52,110,Homepage,56,0
52,110,Product Page,232,0
52,110,Checkout,90,0
52,110,Thank You,158,1
52,111,Homepage,33,0
52,111,Cart,155,0
52,112,Homepage,276,0
52,112,Cart,215,0
52,112,Checkout,294,0
52,112,Thank You,97,1
53,113,Homepage,128,0
53,113,Cart,259,0
53,113,Checkout,78,0
54,114,Homepage,152,0
54,114,Product Page,284,0
54,114,Cart,85,0
54,114,Checkout,42,0
54,114,Thank You,231,1
55,115,Product Page,106,0
55,115,Cart,201,0
55,115,Checkout,252,0
55,115,Thank You,59,1
55,116,Cart,156,0
55,116,Checkout,156,0
55,116,Thank You,16,1
56,117,Homepage,151,0
56,117,Product Page,122,0
56,117,Cart,185,0
56,117,Checkout,117,0
56,117,Thank You,102,1
56,118,Homepage,163,0
56,118,Product Page,230,0
56,118,Cart,22,0
56,118,Checkout,191,0
56,119,Homepage,217,0
56,119,Product Page,94,0
56,119,Cart,107,0
57,120,Homepage,251,0
57,120,Product Page,156,0
57,120,Cart,178,0
57,120,Thank You,63,1
58,121,Product Page,208,0
58,121,Thank You,290,1
58,122,Homepage,279,0
58,122,Product Page,68,0
58,122,Checkout,237,0
58,122,Thank You,193,1
59,123,Product Page,60,0
59,123,Cart,124,0
59,123,Checkout,246,0
59,123,Thank You,17,1
59,124,Homepage,242,0
59,124,Product Page,159,0
59,124,Cart,214,0
59,124,Thank You,64,1
59,125,Homepage,257,0
59,125,Product Page,64,0
59,125,Thank You,54,1
60,126,Product Page,281,0
60,126,Checkout,219,0
60,126,Thank You,84,1
61,127,Checkout,148,0
61,127,Thank You,21,1
61,128,Homepage,190,0
61,128,Product Page,55,0
61,128,Checkout,193,0
61,128,Thank You,283,1
62,129,Homepage,67,0
62,129,Product Page,237,0
62,129,Checkout,51,0
62,129,Thank You,113,1
62,130,Homepage,129,0
62,130,Cart,69,0
62,131,Homepage,115,0
62,131,Product Page,124,0
62,131,Cart,173,0
63,132,Product Page,71,0
63,132,Cart,281,0
64,133,Homepage,12,0
64,133,Checkout,188,0
64,133,Thank You,126,1
64,134,Homepage,69,0
64,134,Product Page,220,0
64,134,Checkout,274,0
64,134,Thank You,63,1
65,135,Checkout,190,0
65,135,Thank You,267,1
65,136,Product Page,27,0
65,136,Checkout,271,0
65,137,Homepage,210,0
65,137,Product Page,223,0
65,137,Checkout,60,0
65,137,Thank You,256,1
66,138,Homepage,69,0
66,138,Product Page,145,0
66,138,Cart,285,0
66,138,Checkout,171,0
66,138,Thank You,200,1
66,139,Homepage,287,0
66,139,Cart,115,0
66,139,Checkout,225,0
66,139,Thank You,236,1
66,140,Product Page,209,0
66,140,Cart,217,0
66,140,Checkout,53,0
67,141,Homepage,39,0
67,141,Product Page,51,0
67,141,Cart,48,0
67,141,Checkout,52,0
67,141,Thank You,226,1
67,142,Product Page,289,0
67,142,Cart,35,0
68,143,Homepage,31,0
68,143,Product Page,152,0
68,143,Cart,164,0
68,143,Checkout,185,0
68,144,Product Page,84,0
68,144,Thank You,251,1
68,145,Homepage,193,0
68,145,Cart,63,0
68,145,Checkout,147,0
69,146,Homepage,141,0
69,146,Cart,19,0
69,146,Checkout,97,0
69,147,Homepage,97,0
69,147,Product Page,78,0
69,147,Cart,294,0
69,147,Thank You,210,1
69,148,Homepage,51,0
69,148,Product Page,276,0
70,149,Homepage,164,0
70,149,Product Page,171,0
70,149,Cart,295,0
70,149,Checkout,48,0
70,149,Thank You,31,1
71,150,Homepage,46,0
71,150,Cart,144,0
71,150,Thank You,231,1
72,151,Homepage,267,0
72,151,Product Page,63,0
72,151,Cart,181,0
72,151,Checkout,225,0
72,151,Thank You,61,1
72,152,Product Page,28,0
72,152,Cart,117,0
72,152,Checkout,207,0
72,152,Thank You,33,1
72,153,Product Page,113,0
72,153,Cart,75,0
73,154,Homepage,225,0
73,154,Product Page,94,0
73,154,Cart,71,0
73,154,Checkout,199,0
73,155,Homepage,208,0
73,155,Cart,26,0
73,155,Thank You,228,1
74,156,Homepage,218,0
74,156,Product Page,153,0
74,156,Cart,63,0
74,156,Checkout,212,0
74,156,Thank You,15,1
75,157,Cart,190,0
75,157,Checkout,50,0
75,157,Thank You,228,1
75,158,Product Page,210,0
75,158,Checkout,273,0
76,159,Homepage,44,0
76,159,Product Page,266,0
76,159,Cart,63,0
76,159,Checkout,276,0
76,159,Thank You,266,1
77,160,Homepage,79,0
77,160,Product Page,136,0
77,160,Cart,106,0
77,160,Thank You,93,1
78,161,Homepage,257,0
78,161,Product Page,242,0
78,161,Cart,293,0
78,162,Homepage,230,0
78,162,Product Page,39,0
78,162,Cart,245,0
78,162,Checkout,231,0
78,162,Thank You,160,1
78,163,Homepage,163,0
78,163,Product Page,241,0
78,163,Checkout,236,0
78,163,Thank You,24,1
79,164,Homepage,264,0
79,164,Cart,201,0
79,164,Checkout,241,0
79,164,Thank You,288,1
80,165,Product Page,169,0
80,165,Checkout,248,0
80,166,Homepage,180,0
80,166,Checkout,48,0
80,166,Thank You,263,1
80,167,Homepage,229,0
80,167,Product Page,229,0
80,167,Cart,273,0
81,168,Product Page,203,0
81,168,Cart,214,0
81,168,Thank You,178,1
81,169,Homepage,173,0
81,169,Cart,53,0
81,170,Homepage,46,0
81,170,Product Page,77,0
81,170,Cart,184,0
81,170,Checkout,163,0
81,170,Thank You,205,1
82,171,Cart,173,0
82,171,Checkout,70,0
83,172,Cart,14,0
83,172,Checkout,190,0
83,173,Product Page,103,0
83,173,Cart,120,0
83,173,Checkout,75,0
83,173,Thank You,84,1
83,174,Homepage,264,0
83,174,Cart,281,0
84,175,Product Page,197,0
84,175,Cart,83,0
84,176,Product Page,229,0
84,176,Cart,27,0
84,176,Thank You,215,1
84,177,Product Page,234,0
84,177,Cart,124,0
84,177,Checkout,278,0
84,177,Thank You,127,1
85,178,Homepage,149,0
85,178,Product Page,200,0
85,178,Cart,262,0
85,178,Checkout,275,0
85,178,Thank You,219,1
85,179,Product Page,31,0
85,179,Checkout,251,0
85,179,Thank You,195,1
86,180,Homepage,150,0
86,180,Thank You,47,1
86,181,Cart,80,0
86,181,Checkout,228,0
86,181,Thank You,51,1
86,182,Homepage,217,0
86,182,Cart,32,0
86,182,Checkout,207,0
87,183,Homepage,119,0
87,183,Product Page,19,0
87,183,Checkout,168,0
87,183,Thank You,55,1
87,184,Homepage,246,0
87,184,Product Page,76,0
87,184,Checkout,245,0
87,184,Thank You,234,1
87,185,Homepage,136,0
87,185,Thank You,115,1
88,186,Homepage,29,0
88,186,Product Page,127,0
88,186,Cart,219,0
88,186,Checkout,239,0
88,186,Thank You,37,1
89,187,Homepage,154,0
89,187,Product Page,224,0
89,187,Cart,5,0
89,187,Checkout,185,0
89,187,Thank You,128,1
90,188,Homepage,274,0
90,188,Product Page,283,0
90,188,Cart,264,0
90,188,Checkout,264,0
90,188,Thank You,288,1
90,189,Checkout,27,0
90,189,Thank You,203,1
90,190,Homepage,181,0
90,190,Product Page,128,0
90,190,Cart,58,0
90,190,Checkout,175,0
91,191,Cart,94,0
91,191,Thank You,242,1
92,192,Homepage,155,0
92,192,Product Page,108,0
92,192,Cart,27,0
92,192,Checkout,107,0
92,192,Thank You,26,1
92,193,Product Page,134,0
92,193,Cart,23,0
92,193,Checkout,102,0
92,193,Thank You,151,1
92,194,Homepage,193,0
92,194,Product Page,228,0
92,194,Cart,209,0
92,194,Thank You,230,1
93,195,Product Page,193,0
93,195,Cart,270,0
93,195,Checkout,141,0
93,195,Thank You,47,1
93,196,Homepage,169,0
93,196,Product Page,57,0
93,196,Cart,45,0
93,196,Checkout,172,0
93,196,Thank You,156,1
94,197,Homepage,233,0
94,197,Product Page,26,0
94,197,Cart,185,0
94,197,Checkout,227,0
94,197,Thank You,145,1
94,198,Homepage,191,0
94,198,Checkout,267,0
95,199,Homepage,229,0
95,199,Product Page,22,0
95,199,Cart,69,0
95,200,Product Page,190,0
95,200,Cart,201,0
95,201,Product Page,235,0
95,201,Thank You,194,1
96,202,Homepage,165,0
96,202,Product Page,147,0
96,202,Cart,132,0
96,202,Checkout,63,0
96,202,Thank You,18,1
96,203,Cart,65,0
96,203,Checkout,139,0
96,203,Thank You,138,1
97,204,Homepage,67,0
97,204,Product Page,74,0
97,204,Cart,42,0
97,204,Checkout,236,0
97,204,Thank You,93,1
97,205,Homepage,286,0
97,205,Product Page,282,0
97,205,Cart,153,0
97,205,Checkout,158,0
97,205,Thank You,85,1
97,206,Homepage,107,0
97,206,Product Page,76,0
97,206,Cart,126,0
98,207,Cart,244,0
98,207,Thank You,287,1
98,208,Homepage,163,0
98,208,Checkout,208,0
98,208,Thank You,250,1
99,209,Homepage,235,0
99,209,Product Page,243,0
99,209,Cart,269,0
99,209,Checkout,181,0
99,209,Thank You,70,1
99,210,Product Page,33,0
99,210,Cart,68,0
99,210,Checkout,270,0
99,211,Homepage,170,0
99,211,Product Page,120,0
99,211,Cart,182,0
100,212,Homepage,69,0
100,212,Product Page,160,0
100,212,Cart,278,0
100,212,Thank You,52,1
100,213,Homepage,177,0
100,213,Product Page,293,0
100,213,Thank You,26,1
100,214,Homepage,300,0
100,214,Thank You,140,1
101,215,Cart,20,0
101,215,Checkout,259,0
101,215,Thank You,284,1
101,216,Homepage,157,0
101,216,Product Page,237,0
101,216,Cart,42,0
101,216,Checkout,35,0
101,217,Product Page,242,0
101,217,Checkout,109,0
101,217,Thank You,179,1
102,218,Cart,181,0
102,218,Checkout,209,0
102,218,Thank You,71,1
102,219,Homepage,243,0
102,219,Product Page,67,0
102,219,Checkout,141,0
102,219,Thank You,235,1
102,220,Homepage,153,0
102,220,Product Page,201,0
102,220,Checkout,219,0
103,221,Homepage,86,0
103,221,Cart,260,0
103,221,Thank You,268,1
104,222,Homepage,263,0
104,222,Product Page,239,0
104,222,Cart,128,0
104,222,Checkout,115,0
104,222,Thank You,185,1
104,223,Homepage,258,0
104,223,Cart,245,0
105,224,Homepage,73,0
105,224,Checkout,140,0
105,225,Homepage,31,0
105,225,Product Page,296,0
105,225,Cart,292,0
105,225,Checkout,104,0
106,226,Homepage,286,0
106,226,Product Page,148,0
106,226,Cart,65,0
106,226,Checkout,70,0
106,227,Cart,178,0
106,227,Checkout,290,0
107,228,Product Page,25,0
107,228,Cart,28,0
107,228,Checkout,24,0
107,229,Cart,238,0
107,229,Checkout,81,0
107,229,Thank You,268,1
108,230,Homepage,158,0
108,230,Product Page,177,0
108,230,Cart,264,0
108,230,Thank You,265,1
109,231,Homepage,174,0
109,231,Product Page,61,0
109,231,Cart,218,0
109,231,Checkout,162,0
109,231,Thank You,18,1
109,232,Homepage,92,0
109,232,Product Page,273,0
109,232,Cart,199,0
109,232,Checkout,80,0
109,232,Thank You,129,1
109,233,Homepage,102,0
109,233,Thank You,14,1
110,234,Homepage,215,0
110,234,Product Page,261,0
110,234,Checkout,246,0
110,234,Thank You,36,1
110,235,Product Page,171,0
110,235,Cart,249,0
110,235,Thank You,274,1
111,236,Product Page,284,0
111,236,Cart,186,0
111,236,Checkout,140,0
111,236,Thank You,252,1
111,237,Product Page,157,0
111,237,Cart,120,0
111,237,Checkout,157,0
112,238,Product Page,183,0
112,238,Cart,291,0
112,238,Checkout,145,0
112,239,Homepage,79,0
112,239,Product Page,153,0
112,239,Cart,26,0
112,239,Checkout,152,0
113,240,Cart,136,0
113,240,Checkout,250,0
113,241,Product Page,144,0
113,241,Cart,75,0
113,241,Checkout,60,0
113,242,Homepage,276,0
113,242,Product Page,120,0
113,242,Cart,124,0
114,243,Cart,246,0
114,243,Checkout,56,0
115,244,Homepage,248,0
115,244,Product Page,249,0
115,244,Checkout,107,0
115,245,Homepage,50,0
115,245,Cart,298,0
115,245,Checkout,123,0
115,245,Thank You,278,1
115,246,Product Page,95,0
115,246,Checkout,23,0
116,247,Homepage,295,0
116,247,Product Page,59,0
116,247,Cart,176,0
116,247,Checkout,150,0
116,247,Thank You,237,1
116,248,Homepage,174,0
116,248,Product Page,88,0
116,248,Cart,239,0
116,248,Checkout,136,0
116,248,Thank You,100,1
117,249,Homepage,223,0
117,249,Product Page,268,0
117,249,Cart,172,0
117,249,Checkout,49,0
118,250,Product Page,249,0
118,250,Thank You,170,1
118,251,Homepage,125,0
118,251,Product Page,233,0
118,251,Cart,141,0
119,252,Homepage,125,0
119,252,Product Page,36,0
119,252,Cart,65,0
119,252,Thank You,243,1
119,253,Product Page,65,0
119,253,Cart,156,0
119,253,Checkout,193,0
119,253,Thank You,118,1
120,254,Product Page,196,0
120,254,Checkout,217,0
120,254,Thank You,286,1
121,255,Homepage,233,0
121,255,Product Page,275,0
121,255,Cart,190,0
121,256,Homepage,36,0
121,256,Thank You,285,1
122,257,Homepage,172,0
122,257,Product Page,271,0
122,257,Thank You,231,1
122,258,Product Page,51,0
122,258,Checkout,266,0
122,259,Homepage,293,0
122,259,Product Page,34,0
122,259,Cart,291,0
122,259,Checkout,241,0
122,259,Thank You,162,1
123,260,Cart,6,0
123,260,Checkout,116,0
123,261,Homepage,181,0
123,261,Checkout,37,0
123,262,Homepage,21,0
123,262,Checkout,151,0
124,263,Product Page,200,0
