user_id,session_id,page,time_spent_seconds,converted
124,263,Checkout,234,0
124,263,Thank You,198,1
124,264,Homepage,96,0
124,264,Product Page,280,0
124,264,Cart,206,0
124,264,Checkout,275,0
124,264,Thank You,70,1
125,265,Homepage,242,0
125,265,Product Page,283,0
125,265,Thank You,222,1
125,266,Homepage,146,0
125,266,Product Page,101,0
125,266,Cart,62,0
125,266,Checkout,21,0
125,266,Thank You,219,1
125,267,Product Page,39,0
125,267,Thank You,56,1
126,268,Homepage,130,0
126,268,Checkout,27,0
126,269,Homepage,76,0
126,269,Product Page,262,0
126,269,Cart,153,0
126,269,Checkout,124,0
126,269,Thank You,299,1
126,270,Homepage,78,0
126,270,Product Page,271,0
126,270,Cart,118,0
126,270,Thank You,216,1
127,271,Homepage,289,0
127,271,Product Page,258,0
127,271,Cart,29,0
127,271,Checkout,181,0
127,272,Homepage,81,0
127,272,Product Page,158,0
127,272,Cart,197,0
127,272,Checkout,99,0
127,272,Thank You,280,1
128,273,Product Page,78,0
128,273,Cart,242,0
128,273,Checkout,34,0
128,274,Homepage,109,0
128,274,Product Page,174,0
128,274,Cart,45,0
128,274,Checkout,235,0
128,274,Thank You,194,1
129,275,Homepage,25,0
129,275,Product Page,42,0
129,275,Cart,101,0
130,276,Product Page,160,0
130,276,Checkout,12,0
130,276,Thank You,113,1
130,277,Homepage,109,0
130,277,Checkout,208,0
130,277,Thank You,127,1
130,278,Product Page,162,0
130,278,Cart,138,0
130,278,Checkout,189,0
130,278,Thank You,267,1
131,279,Homepage,165,0
131,279,Product Page,216,0
131,279,Cart,28,0
131,279,Checkout,293,0
131,279,Thank You,118,1
131,280,Homepage,218,0
131,280,Cart,156,0
131,280,Checkout,83,0
132,281,Homepage,260,0
132,281,Product Page,286,0
132,281,Cart,177,0
132,281,Checkout,136,0
133,282,Homepage,76,0
133,282,Product Page,284,0
133,282,Cart,255,0
133,282,Checkout,99,0
133,282,Thank You,282,1
133,283,Homepage,43,0
133,283,Thank You,29,1
134,284,Homepage,116,0
134,284,Product Page,263,0
134,284,Cart,238,0
134,284,Checkout,196,0
134,284,Thank You,35,1
135,285,Homepage,13,0
135,285,Product Page,276,0
135,285,Cart,145,0
135,285,Checkout,279,0
135,285,Thank You,151,1
135,286,Checkout,96,0
135,286,Thank You,59,1
135,287,Product Page,128,0
135,287,Thank You,103,1
136,288,Homepage,196,0
136,288,Product Page,212,0
136,288,Cart,240,0
136,288,Thank You,294,1
136,289,Product Page,46,0
136,289,Cart,21,0
136,289,Checkout,52,0
136,290,Homepage,9,0
136,290,Product Page,92,0
136,290,Cart,47,0
136,290,Checkout,260,0
136,290,Thank You,227,1
137,291,Homepage,122,0
137,291,Cart,113,0
137,291,Checkout,295,0
137,291,Thank You,248,1
137,292,Homepage,283,0
137,292,Product Page,293,0
137,292,Cart,21,0
137,292,Thank You,96,1
137,293,Homepage,208,0
137,293,Product Page,44,0
137,293,Cart,158,0
137,293,Thank You,88,1
138,294,Cart,281,0
138,294,Checkout,174,0
138,294,Thank You,201,1
138,295,Homepage,55,0
138,295,Cart,228,0
138,295,Thank You,123,1
138,296,Cart,172,0
138,296,Checkout,20,0
139,297,Homepage,288,0
139,297,Product Page,197,0
139,297,Checkout,226,0
139,297,Thank You,100,1
139,298,Homepage,142,0
139,298,Product Page,83,0
139,298,Cart,199,0
139,298,Checkout,83,0
139,298,Thank You,204,1
139,299,Homepage,162,0
139,299,Cart,232,0
139,299,Checkout,189,0
139,299,Thank You,143,1
140,300,Homepage,234,0
140,300,Product Page,290,0
140,300,Checkout,289,0
141,301,Homepage,171,0
141,301,Product Page,202,0
141,301,Cart,11,0
141,301,Checkout,154,0
141,301,Thank You,216,1
141,302,Homepage,91,0
141,302,Product Page,76,0
141,302,Cart,142,0
141,302,Checkout,159,0
141,302,Thank You,142,1
141,303,Homepage,220,0
141,303,Product Page,158,0
141,303,Cart,252,0
141,303,Checkout,44,0
141,303,Thank You,189,1
142,304,Product Page,59,0
142,304,Checkout,74,0
142,304,Thank You,160,1
142,305,Cart,199,0
142,305,Checkout,173,0
143,306,Product Page,107,0
143,306,Cart,250,0
143,306,Checkout,165,0
143,306,Thank You,95,1
143,307,Homepage,171,0
143,307,Product Page,197,0
143,307,Cart,148,0
143,307,Checkout,206,0
143,307,Thank You,191,1
144,308,Product Page,286,0
144,308,Cart,18,0
144,308,Thank You,241,1
145,309,Cart,40,0
145,309,Checkout,214,0
145,309,Thank You,260,1
145,310,Product Page,83,0
145,310,Cart,221,0
145,310,Checkout,198,0
145,311,Checkout,210,0
145,311,Thank You,278,1
146,312,Homepage,132,0
146,312,Product Page,186,0
146,312,Cart,90,0
146,312,Checkout,27,0
146,312,Thank You,293,1
146,313,Homepage,137,0
146,313,Product Page,118,0
146,313,Cart,266,0
146,313,Checkout,270,0
146,313,Thank You,290,1
146,314,Product Page,242,0
146,314,Cart,261,0
146,314,Checkout,82,0
147,315,Homepage,156,0
147,315,Checkout,217,0
147,316,Homepage,183,0
147,316,Product Page,164,0
148,317,Homepage,229,0
148,317,Product Page,236,0
148,317,Cart,168,0
148,317,Checkout,39,0
148,317,Thank You,158,1
148,318,Homepage,180,0
148,318,Thank You,60,1
149,319,Product Page,86,0
149,319,Cart,174,0
149,319,Thank You,291,1
149,320,Homepage,226,0
149,320,Product Page,207,0
149,320,Cart,19,0
149,320,Checkout,106,0
149,320,Thank You,235,1
149,321,Homepage,147,0
149,321,Product Page,37,0
149,321,Cart,300,0
149,321,Checkout,57,0
149,321,Thank You,279,1
150,322,Homepage,139,0
150,322,Product Page,255,0
150,322,Cart,275,0
150,322,Checkout,165,0
151,323,Homepage,185,0
151,323,Product Page,239,0
151,323,Cart,93,0
151,323,Checkout,157,0
151,323,Thank You,48,1
151,324,Homepage,161,0
151,324,Cart,64,0
151,324,Checkout,98,0
151,325,Homepage,299,0
151,325,Product Page,201,0
151,325,Checkout,221,0
151,325,Thank You,100,1
152,326,Product Page,152,0
152,326,Checkout,76,0
152,326,Thank You,100,1
152,327,Homepage,253,0
152,327,Product Page,74,0
152,327,Checkout,104,0
152,327,Thank You,201,1
153,328,Homepage,90,0
153,328,Product Page,47,0
153,328,Cart,294,0
153,328,Checkout,20,0
153,328,Thank You,117,1
153,329,Homepage,91,0
153,329,Product Page,239,0
153,329,Cart,294,0
153,329,Thank You,258,1
153,330,Homepage,142,0
153,330,Thank You,283,1
154,331,Product Page,222,0
154,331,Checkout,57,0
154,332,Homepage,139,0
154,332,Product Page,183,0
154,332,Cart,49,0
155,333,Product Page,184,0
155,333,Thank You,224,1
155,334,Homepage,110,0
155,334,Product Page,35,0
155,334,Thank You,296,1
156,335,Product Page,153,0
156,335,Cart,298,0
156,335,Checkout,141,0
156,335,Thank You,268,1
156,336,Product Page,35,0
156,336,Checkout,146,0
157,337,Homepage,169,0
157,337,Product Page,131,0
157,337,Thank You,206,1
157,338,Homepage,236,0
157,338,Product Page,43,0
157,338,Cart,52,0
157,338,Checkout,211,0
157,338,Thank You,268,1
157,339,Product Page,6,0
157,339,Cart,52,0
157,339,Checkout,239,0
157,339,Thank You,188,1
158,340,Homepage,170,0
158,340,Product Page,150,0
158,340,Cart,177,0
158,340,Checkout,285,0
158,340,Thank You,300,1
159,341,Homepage,13,0
159,341,Product Page,68,0
159,341,Cart,85,0
159,341,Checkout,230,0
159,341,Thank You,238,1
160,342,Homepage,145,0
160,342,Product Page,52,0
160,342,Cart,189,0
160,342,Checkout,133,0
160,342,Thank You,47,1
161,343,Homepage,161,0
161,343,Cart,124,0
161,343,Checkout,224,0
161,344,Homepage,114,0
161,344,Thank You,249,1
162,345,Product Page,232,0
162,345,Cart,9,0
162,345,Thank You,9,1
163,346,Homepage,249,0
163,346,Cart,41,0
163,346,Checkout,122,0
163,346,Thank You,201,1
163,347,Homepage,165,0
163,347,Thank You,193,1
163,348,Homepage,40,0
163,348,Product Page,276,0
163,348,Cart,293,0
163,348,Checkout,9,0
164,349,Cart,114,0
164,349,Checkout,82,0
164,349,Thank You,215,1
164,350,Homepage,201,0
164,350,Product Page,184,0
164,350,Cart,224,0
164,350,Checkout,166,0
164,350,Thank You,76,1
164,351,Homepage,288,0
164,351,Cart,150,0
164,351,Checkout,18,0
165,352,Product Page,156,0
165,352,Cart,32,0
165,352,Checkout,127,0
165,352,Thank You,258,1
165,353,Homepage,189,0
165,353,Product Page,167,0
165,353,Cart,72,0
165,353,Checkout,203,0
165,353,Thank You,296,1
165,354,Homepage,39,0
165,354,Product Page,12,0
165,354,Cart,139,0
165,354,Checkout,115,0
165,354,Thank You,25,1
166,355,Homepage,210,0
166,355,Product Page,47,0
166,355,Cart,279,0
166,355,Checkout,280,0
166,355,Thank You,83,1
167,356,Homepage,266,0
167,356,Cart,109,0
167,357,Product Page,38,0
167,357,Cart,163,0
167,357,Thank You,228,1
168,358,Homepage,227,0
168,358,Product Page,64,0
168,358,Thank You,237,1
168,359,Product Page,66,0
168,359,Cart,11,0
168,360,Homepage,182,0
168,360,Product Page,272,0
168,360,Checkout,269,0
169,361,Homepage,65,0
169,361,Product Page,20,0
169,361,Cart,176,0
169,361,Thank You,224,1
169,362,Homepage,259,0
169,362,Product Page,238,0
169,362,Checkout,266,0
169,362,Thank You,189,1
169,363,Product Page,193,0
169,363,Checkout,85,0
170,364,Homepage,121,0
170,364,Thank You,265,1
170,365,Homepage,130,0
170,365,Thank You,28,1
171,366,Homepage,288,0
171,366,Product Page,219,0
171,366,Cart,119,0
171,366,Checkout,169,0
171,367,Product Page,44,0
171,367,Cart,297,0
171,367,Checkout,195,0
172,368,Product Page,269,0
172,368,Thank You,28,1
173,369,Cart,164,0
173,369,Checkout,172,0
173,370,Checkout,9,0
173,370,Thank You,193,1
174,371,Homepage,242,0
174,371,Cart,193,0
174,371,Checkout,257,0
174,371,Thank You,105,1
175,372,Homepage,17,0
175,372,Product Page,124,0
175,372,Thank You,282,1
175,373,Homepage,162,0
175,373,Product Page,58,0
175,373,Cart,110,0
175,373,Thank You,276,1
175,374,Homepage,77,0
175,374,Checkout,148,0
175,374,Thank You,52,1
176,375,Cart,195,0
176,375,Checkout,239,0
176,375,Thank You,48,1
177,376,Product Page,206,0
177,376,Thank You,43,1
177,377,Product Page,126,0
177,377,Checkout,154,0
177,378,Product Page,167,0
177,378,Cart,236,0
177,378,Checkout,144,0
177,378,Thank You,124,1
178,379,Homepage,59,0
178,379,Product Page,89,0
178,379,Checkout,235,0
179,380,Homepage,111,0
179,380,Product Page,236,0
179,380,Cart,162,0
179,380,Checkout,242,0
179,381,Homepage,25,0
179,381,Product Page,115,0
179,381,Checkout,172,0
179,381,Thank You,80,1
180,382,Cart,30,0
180,382,Checkout,158,0
180,382,Thank You,138,1
181,383,Checkout,289,0
181,383,Thank You,286,1
182,384,Homepage,76,0
182,384,Checkout,67,0
183,385,Product Page,106,0
183,385,Thank You,210,1
184,386,Cart,43,0
184,386,Thank You,16,1
184,387,Product Page,70,0
184,387,Checkout,52,0
185,388,Homepage,30,0
185,388,Checkout,91,0
185,389,Homepage,93,0
185,389,Product Page,186,0
185,389,Cart,114,0
185,389,Checkout,100,0
185,389,Thank You,145,1
186,390,Homepage,260,0
186,390,Product Page,215,0
186,390,Cart,286,0
186,390,Checkout,250,0
186,390,Thank You,36,1
186,391,Cart,75,0
186,391,Checkout,219,0
187,392,Homepage,188,0
187,392,Product Page,250,0
187,392,Thank You,283,1
188,393,Product Page,97,0
188,393,Cart,18,0
188,393,Checkout,168,0
188,393,Thank You,117,1
188,394,Homepage,246,0
188,394,Cart,276,0
189,395,Homepage,128,0
189,395,Product Page,141,0
189,395,Checkout,278,0
189,396,Product Page,186,0
189,396,Checkout,93,0
190,397,Cart,188,0
190,397,Checkout,19,0
190,397,Thank You,185,1
191,398,Product Page,282,0
191,398,Checkout,163,0
191,398,Thank You,94,1
191,399,Homepage,15,0
191,399,Product Page,274,0
191,399,Cart,249,0
191,399,Checkout,5,0
191,399,Thank You,174,1
191,400,Product Page,95,0
191,400,Cart,170,0
191,400,Checkout,35,0
192,401,Homepage,274,0
192,401,Product Page,191,0
192,401,Thank You,42,1
193,402,Homepage,74,0
193,402,Product Page,85,0
193,402,Cart,228,0
193,402,Checkout,254,0
193,402,Thank You,167,1
193,403,Homepage,94,0
193,403,Cart,198,0
193,403,Thank You,162,1
194,404,Homepage,298,0
194,404,Product Page,205,0
194,404,Cart,295,0
194,404,Thank You,21,1
194,405,Cart,118,0
194,405,Checkout,294,0
194,405,Thank You,58,1
194,406,Homepage,182,0
194,406,Product Page,168,0
194,406,Cart,90,0
194,406,Checkout,50,0
194,406,Thank You,176,1
195,407,Product Page,132,0
195,407,Cart,39,0
195,408,Homepage,29,0
195,408,Cart,202,0
195,408,Checkout,229,0
195,408,Thank You,219,1
196,409,Homepage,250,0
196,409,Product Page,300,0
196,409,Cart,120,0
196,409,Checkout,88,0
196,409,Thank You,236,1
197,410,Homepage,168,0
197,410,Cart,138,0
198,411,Product Page,197,0
198,411,Cart,87,0
199,412,Homepage,178,0
199,412,Thank You,252,1
199,413,Product Page,227,0
199,413,Checkout,85,0
199,414,Homepage,110,0
199,414,Cart,102,0
200,415,Homepage,30,0
200,415,Cart,206,0
200,415,Checkout,297,0
200,415,Thank You,286,1
200,416,Homepage,49,0
200,416,Product Page,155,0
200,416,Cart,250,0
200,416,Checkout,107,0
200,416,Thank You,54,1
201,417,Homepage,247,0
201,417,Product Page,64,0
201,417,Cart,162,0
202,418,Homepage,194,0
202,418,Product Page,200,0
202,418,Cart,194,0
202,418,Checkout,100,0
202,418,Thank You,233,1
202,419,Cart,243,0
202,419,Checkout,139,0
203,420,Homepage,48,0
203,420,Cart,181,0
203,420,Checkout,282,0
203,420,Thank You,216,1
204,421,Homepage,272,0
204,421,Product Page,219,0
204,421,Thank You,279,1
204,422,Homepage,207,0
204,422,Product Page,22,0
204,422,Cart,262,0
204,422,Checkout,297,0
204,422,Thank You,269,1
204,423,Homepage,90,0
204,423,Checkout,113,0
204,423,Thank You,103,1
205,424,Homepage,227,0
205,424,Checkout,108,0
206,425,Product Page,39,0
206,425,Cart,49,0
206,425,Thank You,203,1
206,426,Homepage,272,0
206,426,Product Page,219,0
206,426,Cart,62,0
206,426,Checkout,217,0
206,426,Thank You,81,1
206,427,Homepage,293,0
206,427,Checkout,56,0
206,427,Thank You,151,1
207,428,Product Page,297,0
207,428,Cart,247,0
207,428,Checkout,24,0
207,428,Thank You,93,1
207,429,Product Page,24,0
207,429,Cart,207,0
207,429,Checkout,174,0
207,429,Thank You,126,1
207,430,Cart,195,0
207,430,Checkout,15,0
208,431,Homepage,121,0
208,431,Product Page,73,0
208,431,Cart,158,0
208,431,Thank You,231,1
208,432,Homepage,101,0
208,432,Cart,231,0
208,432,Checkout,113,0
208,432,Thank You,213,1
209,433,Homepage,164,0
209,433,Product Page,264,0
209,433,Cart,211,0
209,433,Checkout,74,0
209,433,Thank You,273,1
209,434,Product Page,107,0
209,434,Thank You,34,1
209,435,Homepage,189,0
209,435,Checkout,106,0
209,435,Thank You,145,1
210,436,Homepage,128,0
210,436,Product Page,195,0
210,436,Cart,255,0
210,436,Checkout,233,0
210,436,Thank You,95,1
210,437,Homepage,51,0
210,437,Product Page,150,0
210,437,Cart,19,0
210,437,Checkout,202,0
210,437,Thank You,30,1
211,438,Product Page,110,0
211,438,Cart,142,0
211,438,Thank You,214,1
212,439,Homepage,72,0
212,439,Checkout,93,0
212,440,Product Page,161,0
212,440,Cart,145,0
212,441,Homepage,243,0
212,441,Product Page,159,0
212,441,Cart,271,0
212,441,Checkout,208,0
212,441,Thank You,57,1
213,442,Homepage,251,0
213,442,Product Page,37,0
213,442,Cart,177,0
213,442,Thank You,146,1
214,443,Product Page,101,0
214,443,Cart,81,0
214,443,Checkout,269,0
214,443,Thank You,128,1
214,444,Checkout,168,0
214,444,Thank You,76,1
214,445,Cart,137,0
214,445,Checkout,219,0
215,446,Homepage,188,0
215,446,Product Page,264,0
215,446,Cart,158,0
215,446,Checkout,92,0
215,446,Thank You,290,1
215,447,Homepage,70,0
215,447,Product Page,137,0
215,447,Cart,291,0
216,448,Homepage,162,0
216,448,Product Page,220,0
216,448,Checkout,174,0
216,448,Thank You,195,1
217,449,Homepage,41,0
217,449,Product Page,246,0
217,449,Checkout,104,0
217,449,Thank You,261,1
217,450,Cart,216,0
217,450,Checkout,32,0
218,451,Product Page,296,0
218,451,Cart,239,0
218,451,Thank You,78,1
219,452,Homepage,95,0
219,452,Product Page,165,0
219,452,Checkout,34,0
219,453,Cart,112,0
219,453,Checkout,91,0
220,454,Homepage,227,0
220,454,Checkout,224,0
220,454,Thank You,211,1
220,455,Homepage,196,0
220,455,Product Page,12,0
220,455,Cart,169,0
220,455,Checkout,276,0
220,455,Thank You,102,1
220,456,Homepage,120,0
220,456,Product Page,181,0
221,457,Homepage,161,0
221,457,Cart,90,0
221,457,Checkout,38,0
221,458,Cart,238,0
221,458,Thank You,271,1
222,459,Product Page,188,0
222,459,Cart,101,0
222,459,Checkout,89,0
222,459,Thank You,211,1
222,460,Product Page,72,0
222,460,Thank You,113,1
222,461,Product Page,68,0
222,461,Thank You,192,1
223,462,Cart,278,0
223,462,Checkout,29,0
223,463,Homepage,29,0
223,463,Thank You,64,1
223,464,Homepage,83,0
223,464,Product Page,110,0
223,464,Cart,9,0
223,464,Checkout,159,0
223,464,Thank You,220,1
224,465,Cart,75,0
224,465,Thank You,219,1
224,466,Homepage,149,0
224,466,Thank You,63,1
224,467,Product Page,107,0
224,467,Checkout,139,0
225,468,Product Page,87,0
225,468,Cart,25,0
225,468,Checkout,285,0
225,469,Homepage,11,0
225,469,Product Page,50,0
225,469,Cart,61,0
225,469,Checkout,298,0
225,469,Thank You,257,1
225,470,Homepage,56,0
225,470,Cart,136,0
225,470,Thank You,123,1
226,471,Homepage,94,0
226,471,Cart,25,0
226,471,Checkout,153,0
226,471,Thank You,189,1
226,472,Homepage,9,0
226,472,Cart,75,0
226,472,Checkout,92,0
226,472,Thank You,173,1
227,473,Homepage,180,0
227,473,Product Page,98,0
227,473,Cart,63,0
227,473,Checkout,210,0
227,473,Thank You,209,1
227,474,Homepage,90,0
227,474,Product Page,62,0
227,474,Cart,72,0
227,474,Checkout,35,0
227,474,Thank You,86,1
228,475,Homepage,199,0
228,475,Product Page,188,0
228,475,Cart,19,0
228,475,Checkout,71,0
228,475,Thank You,252,1
229,476,Checkout,28,0
229,476,Thank You,37,1
229,477,Homepage,178,0
229,477,Cart,270,0
229,477,Checkout,272,0
229,477,Thank You,53,1
230,478,Cart,202,0
230,478,Checkout,81,0
230,478,Thank You,290,1
230,479,Homepage,263,0
230,479,Product Page,245,0
231,480,Homepage,128,0
231,480,Product Page,174,0
231,480,Checkout,147,0
231,481,Product Page,286,0
231,481,Thank You,198,1
232,482,Homepage,298,0
232,482,Product Page,234,0
232,482,Checkout,50,0
232,483,Homepage,57,0
232,483,Product Page,211,0
232,483,Cart,216,0
232,483,Checkout,23,0
232,483,Thank You,290,1
233,484,Homepage,265,0
233,484,Cart,292,0
233,485,Product Page,32,0
233,485,Cart,119,0
233,485,Checkout,237,0
233,486,Product Page,236,0
233,486,Cart,63,0
233,486,Checkout,54,0
233,486,Thank You,118,1
234,487,Product Page,59,0
234,487,Cart,28,0
234,487,Checkout,89,0
234,487,Thank You,257,1
235,488,Homepage,66,0
235,488,Product Page,206,0
235,488,Cart,115,0
235,488,Checkout,239,0
235,488,Thank You,102,1
236,489,Homepage,235,0
236,489,Cart,239,0
236,489,Checkout,263,0
236,489,Thank You,73,1
236,490,Homepage,265,0
236,490,Product Page,95,0
236,490,Cart,93,0
236,490,Checkout,70,0
236,490,Thank You,58,1
236,491,Homepage,132,0
236,491,Product Page,145,0
236,491,Cart,208,0
236,491,Checkout,180,0
236,491,Thank You,155,1
237,492,Product Page,267,0
237,492,Cart,158,0
237,492,Checkout,285,0
237,493,Homepage,153,0
237,493,Product Page,181,0
237,493,Cart,72,0
237,493,Thank You,96,1
238,494,Homepage,297,0
238,494,Product Page,218,0
238,494,Cart,278,0
238,494,Checkout,151,0
238,495,Homepage,32,0
238,495,Product Page,33,0
238,495,Cart,107,0
238,495,Checkout,141,0
238,495,Thank You,87,1
238,496,Homepage,109,0
238,496,Product Page,282,0
238,496,Cart,21,0
238,496,Checkout,188,0
239,497,Product Page,292,0
239,497,Thank You,204,1
239,498,Cart,29,0
239,498,Checkout,200,0
239,498,Thank You,203,1
240,499,Homepage,108,0
240,499,Product Page,231,0
240,499,Checkout,120,0
240,499,Thank You,193,1
240,500,Product Page,95,0
240,500,Cart,43,0
240,500,Thank You,100,1
241,501,Homepage,224,0
241,501,Checkout,147,0
242,502,Product Page,7,0
242,502,Cart,174,0
242,502,Checkout,243,0
242,502,Thank You,84,1
242,503,Product Page,31,0
242,503,Cart,159,0
242,504,Homepage,99,0
242,504,Product Page,271,0
242,504,Cart,39,0
242,504,Checkout,263,0
242,504,Thank You,86,1
243,505,Homepage,174,0
243,505,Product Page,189,0
243,505,Cart,155,0
243,505,Checkout,116,0
243,505,Thank You,276,1
243,506,Homepage,128,0
243,506,Product Page,129,0
243,506,Cart,25,0
243,506,Checkout,169,0
243,506,Thank You,200,1
244,507,Homepage,254,0
244,507,Product Page,27,0
244,507,Cart,156,0
244,507,Checkout,103,0
244,507,Thank You,169,1
245,508,Homepage,280,0
245,508,Product Page,278,0
245,509,Homepage,114,0
245,509,Product Page,222,0
245,510,Product Page,41,0
245,510,Checkout,83,0
246,511,Homepage,96,0
246,511,Product Page,133,0
246,511,Cart,290,0
246,511,Checkout,41,0
246,511,Thank You,299,1
247,512,Product Page,226,0
247,512,Cart,166,0
247,512,Checkout,13,0
247,512,Thank You,204,1
248,513,Homepage,37,0
248,513,Thank You,28,1
248,514,Homepage,153,0
248,514,Cart,159,0
248,515,Cart,200,0
248,515,Checkout,207,0
249,516,Product Page,278,0
249,516,Checkout,117,0
249,517,Cart,78,0
249,517,Checkout,157,0
249,517,Thank You,196,1
249,518,Product Page,68,0
249,518,Thank You,26,1
250,519,Homepage,113,0
250,519,Product Page,216,0
250,519,Cart,267,0
250,519,Checkout,77,0
250,519,Thank You,87,1
251,520,Homepage,63,0
